instant,dteday,weathersit,temp,atemp,hum,windspeed,cnt,month,day,year,day of week,quarter,days passed,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Weekend
241,11/1/2011,2,0.18,0.197,0.51,0.1642,130,1,11,2011,2,1,10,0,1,0,0,0,0,0
242,11/1/2011,2,0.2,0.2121,0.51,0.1642,54,1,11,2011,2,1,10,0,1,0,0,0,0,0
243,11/1/2011,2,0.2,0.2121,0.47,0.1343,35,1,11,2011,2,1,10,0,1,0,0,0,0,0
244,11/1/2011,2,0.2,0.2273,0.51,0.1045,57,1,11,2011,2,1,10,0,1,0,0,0,0,0
245,11/1/2011,2,0.2,0.2273,0.59,0.0896,52,1,11,2011,2,1,10,0,1,0,0,0,0,0
246,11/1/2011,2,0.2,0.2273,0.59,0.0896,63,1,11,2011,2,1,10,0,1,0,0,0,0,0
247,11/1/2011,2,0.16,0.197,0.8,0.0896,47,1,11,2011,2,1,10,0,1,0,0,0,0,0
248,11/1/2011,2,0.16,0.1515,0.86,0.2239,76,1,11,2011,2,1,10,0,1,0,0,0,0,0
249,11/1/2011,2,0.16,0.1515,0.86,0.2239,136,1,11,2011,2,1,10,0,1,0,0,0,0,0
250,11/1/2011,3,0.16,0.1818,0.93,0.1045,95,1,11,2011,2,1,10,0,1,0,0,0,0,0
251,11/1/2011,3,0.16,0.2273,0.93,0,51,1,11,2011,2,1,10,0,1,0,0,0,0,0
252,11/1/2011,3,0.16,0.1515,0.93,0.194,32,1,11,2011,2,1,10,0,1,0,0,0,0,0
253,11/1/2011,3,0.16,0.197,0.86,0.0896,20,1,11,2011,2,1,10,0,1,0,0,0,0,0
254,11/1/2011,3,0.16,0.1818,0.93,0.1045,29,1,11,2011,2,1,10,0,1,0,0,0,0,0
255,11/1/2011,3,0.16,0.197,0.93,0.0896,19,1,11,2011,2,1,10,0,1,0,0,0,0,0
256,12/1/2011,2,0.16,0.197,0.86,0.0896,7,1,12,2011,3,1,11,0,0,1,0,0,0,0
257,12/1/2011,2,0.16,0.1818,0.86,0.1045,6,1,12,2011,3,1,11,0,0,1,0,0,0,0
258,12/1/2011,1,0.14,0.1515,0.86,0.1343,1,1,12,2011,3,1,11,0,0,1,0,0,0,0
259,12/1/2011,1,0.14,0.1515,0.86,0.1642,5,1,12,2011,3,1,11,0,0,1,0,0,0,0
260,12/1/2011,1,0.12,0.1515,0.93,0.1343,16,1,12,2011,3,1,11,0,0,1,0,0,0,0
261,12/1/2011,1,0.14,0.1515,0.69,0.1343,54,1,12,2011,3,1,11,0,0,1,0,0,0,0
262,12/1/2011,1,0.16,0.1667,0.59,0.1642,128,1,12,2011,3,1,11,0,0,1,0,0,0,0
263,12/1/2011,1,0.16,0.1364,0.59,0.3284,81,1,12,2011,3,1,11,0,0,1,0,0,0,0
264,12/1/2011,1,0.18,0.1818,0.55,0.2239,39,1,12,2011,3,1,11,0,0,1,0,0,0,0
265,12/1/2011,1,0.2,0.1818,0.51,0.3881,35,1,12,2011,3,1,11,0,0,1,0,0,0,0
266,12/1/2011,1,0.2,0.1515,0.47,0.5821,55,1,12,2011,3,1,11,0,0,1,0,0,0,0
267,12/1/2011,1,0.22,0.197,0.44,0.3582,49,1,12,2011,3,1,11,0,0,1,0,0,0,0
268,12/1/2011,1,0.2,0.1818,0.47,0.3284,44,1,12,2011,3,1,11,0,0,1,0,0,0,0
269,12/1/2011,1,0.2,0.1667,0.47,0.4179,49,1,12,2011,3,1,11,0,0,1,0,0,0,0
270,12/1/2011,1,0.22,0.197,0.44,0.3284,68,1,12,2011,3,1,11,0,0,1,0,0,0,0
271,12/1/2011,1,0.2,0.1818,0.47,0.3582,139,1,12,2011,3,1,11,0,0,1,0,0,0,0
272,12/1/2011,1,0.2,0.1515,0.47,0.5224,137,1,12,2011,3,1,11,0,0,1,0,0,0,0
273,12/1/2011,1,0.18,0.1515,0.47,0.4179,83,1,12,2011,3,1,11,0,0,1,0,0,0,0
274,12/1/2011,1,0.16,0.1364,0.5,0.3284,56,1,12,2011,3,1,11,0,0,1,0,0,0,0
275,12/1/2011,1,0.16,0.1364,0.55,0.3284,57,1,12,2011,3,1,11,0,0,1,0,0,0,0
276,12/1/2011,1,0.16,0.1212,0.55,0.4478,33,1,12,2011,3,1,11,0,0,1,0,0,0,0
277,12/1/2011,1,0.14,0.1061,0.59,0.4179,20,1,12,2011,3,1,11,0,0,1,0,0,0,0
278,13/1/2011,1,0.14,0.1212,0.59,0.2836,7,1,13,2011,4,1,12,0,0,0,1,0,0,0
279,13/1/2011,1,0.14,0.1212,0.5,0.2836,2,1,13,2011,4,1,12,0,0,0,1,0,0,0
280,13/1/2011,1,0.14,0.1212,0.5,0.3582,2,1,13,2011,4,1,12,0,0,0,1,0,0,0
281,13/1/2011,1,0.14,0.1212,0.5,0.3284,3,1,13,2011,4,1,12,0,0,0,1,0,0,0
282,13/1/2011,1,0.14,0.1212,0.5,0.2537,4,1,13,2011,4,1,12,0,0,0,1,0,0,0
283,13/1/2011,1,0.14,0.1212,0.5,0.2985,3,1,13,2011,4,1,12,0,0,0,1,0,0,0
284,13/1/2011,1,0.12,0.1515,0.54,0.1343,28,1,13,2011,4,1,12,0,0,0,1,0,0,0
285,13/1/2011,1,0.12,0.1515,0.54,0.1343,72,1,13,2011,4,1,12,0,0,0,1,0,0,0
286,13/1/2011,1,0.14,0.1364,0.5,0.194,202,1,13,2011,4,1,12,0,0,0,1,0,0,0
287,13/1/2011,1,0.14,0.1212,0.5,0.3284,139,1,13,2011,4,1,12,0,0,0,1,0,0,0
288,13/1/2011,2,0.16,0.1364,0.5,0.3582,38,1,13,2011,4,1,12,0,0,0,1,0,0,0
289,13/1/2011,2,0.2,0.1667,0.44,0.4478,37,1,13,2011,4,1,12,0,0,0,1,0,0,0
290,13/1/2011,1,0.2,0.1667,0.44,0.4179,52,1,13,2011,4,1,12,0,0,0,1,0,0,0
291,13/1/2011,1,0.22,0.197,0.41,0.4478,83,1,13,2011,4,1,12,0,0,0,1,0,0,0
292,13/1/2011,1,0.22,0.197,0.41,0.3881,42,1,13,2011,4,1,12,0,0,0,1,0,0,0
293,13/1/2011,1,0.24,0.2121,0.38,0.2985,60,1,13,2011,4,1,12,0,0,0,1,0,0,0
294,13/1/2011,1,0.24,0.2121,0.38,0.3582,78,1,13,2011,4,1,12,0,0,0,1,0,0,0
295,13/1/2011,1,0.2,0.1818,0.4,0.2836,162,1,13,2011,4,1,12,0,0,0,1,0,0,0
296,13/1/2011,1,0.2,0.1818,0.4,0.3284,144,1,13,2011,4,1,12,0,0,0,1,0,0,0
297,13/1/2011,1,0.16,0.1515,0.47,0.2537,99,1,13,2011,4,1,12,0,0,0,1,0,0,0
298,13/1/2011,1,0.16,0.1515,0.47,0.2239,64,1,13,2011,4,1,12,0,0,0,1,0,0,0
299,13/1/2011,1,0.14,0.1212,0.46,0.2985,40,1,13,2011,4,1,12,0,0,0,1,0,0,0
300,13/1/2011,1,0.14,0.1212,0.46,0.3284,30,1,13,2011,4,1,12,0,0,0,1,0,0,0
301,13/1/2011,1,0.12,0.1364,0.5,0.194,15,1,13,2011,4,1,12,0,0,0,1,0,0,0
302,14/1/2011,1,0.12,0.1364,0.5,0.194,14,1,14,2011,5,1,13,0,0,0,0,1,0,0
303,14/1/2011,1,0.1,0.1212,0.54,0.1642,5,1,14,2011,5,1,13,0,0,0,0,1,0,0
304,14/1/2011,1,0.1,0.1212,0.54,0.1343,1,1,14,2011,5,1,13,0,0,0,0,1,0,0
305,14/1/2011,1,0.1,0.1364,0.54,0.1045,1,1,14,2011,5,1,13,0,0,0,0,1,0,0
306,14/1/2011,1,0.1,0.1364,0.54,0.0896,8,1,14,2011,5,1,13,0,0,0,0,1,0,0
307,14/1/2011,1,0.1,0.1818,0.54,0,17,1,14,2011,5,1,13,0,0,0,0,1,0,0
308,14/1/2011,1,0.1,0.1212,0.74,0.1642,70,1,14,2011,5,1,13,0,0,0,0,1,0,0
309,14/1/2011,1,0.12,0.1667,0.68,0,158,1,14,2011,5,1,13,0,0,0,0,1,0,0
310,14/1/2011,1,0.14,0.1515,0.69,0.1343,117,1,14,2011,5,1,13,0,0,0,0,1,0,0
311,14/1/2011,1,0.18,0.1818,0.55,0.194,44,1,14,2011,5,1,13,0,0,0,0,1,0,0
312,14/1/2011,1,0.18,0.1667,0.51,0.2836,53,1,14,2011,5,1,13,0,0,0,0,1,0,0
313,14/1/2011,1,0.2,0.197,0.44,0.2537,61,1,14,2011,5,1,13,0,0,0,0,1,0,0
314,14/1/2011,1,0.22,0.197,0.37,0.3881,77,1,14,2011,5,1,13,0,0,0,0,1,0,0
315,14/1/2011,1,0.22,0.2121,0.41,0.2836,64,1,14,2011,5,1,13,0,0,0,0,1,0,0
316,14/1/2011,1,0.24,0.2424,0.38,0.1642,68,1,14,2011,5,1,13,0,0,0,0,1,0,0
317,14/1/2011,1,0.22,0.2424,0.41,0.1045,90,1,14,2011,5,1,13,0,0,0,0,1,0,0
318,14/1/2011,1,0.22,0.2273,0.41,0.1642,159,1,14,2011,5,1,13,0,0,0,0,1,0,0
319,14/1/2011,1,0.2,0.2576,0.47,0,139,1,14,2011,5,1,13,0,0,0,0,1,0,0
320,14/1/2011,1,0.16,0.197,0.59,0.0896,92,1,14,2011,5,1,13,0,0,0,0,1,0,0
321,14/1/2011,1,0.18,0.2424,0.59,0,68,1,14,2011,5,1,13,0,0,0,0,1,0,0
322,14/1/2011,1,0.16,0.2273,0.69,0,52,1,14,2011,5,1,13,0,0,0,0,1,0,0
323,14/1/2011,2,0.16,0.2273,0.69,0,36,1,14,2011,5,1,13,0,0,0,0,1,0,0
324,14/1/2011,2,0.18,0.2424,0.55,0,27,1,14,2011,5,1,13,0,0,0,0,1,0,0
325,15/1/2011,1,0.18,0.2424,0.55,0,28,1,15,2011,6,1,14,0,0,0,0,0,1,1
326,15/1/2011,2,0.16,0.197,0.59,0.0896,20,1,15,2011,6,1,14,0,0,0,0,0,1,1
327,15/1/2011,2,0.16,0.197,0.59,0.0896,12,1,15,2011,6,1,14,0,0,0,0,0,1,1
328,15/1/2011,2,0.16,0.2273,0.59,0,8,1,15,2011,6,1,14,0,0,0,0,0,1,1
329,15/1/2011,2,0.16,0.2273,0.59,0,5,1,15,2011,6,1,14,0,0,0,0,0,1,1
330,15/1/2011,1,0.16,0.2273,0.59,0,1,1,15,2011,6,1,14,0,0,0,0,0,1,1
331,15/1/2011,1,0.14,0.1667,0.63,0.1045,3,1,15,2011,6,1,14,0,0,0,0,0,1,1
332,15/1/2011,1,0.14,0.2121,0.63,0,10,1,15,2011,6,1,14,0,0,0,0,0,1,1
333,15/1/2011,1,0.14,0.1515,0.63,0.1343,23,1,15,2011,6,1,14,0,0,0,0,0,1,1
334,15/1/2011,1,0.16,0.1818,0.64,0.1343,33,1,15,2011,6,1,14,0,0,0,0,0,1,1
335,15/1/2011,1,0.18,0.197,0.59,0.1642,59,1,15,2011,6,1,14,0,0,0,0,0,1,1
336,15/1/2011,1,0.2,0.197,0.55,0.2239,72,1,15,2011,6,1,14,0,0,0,0,0,1,1
337,15/1/2011,1,0.24,0.2273,0.48,0.2239,89,1,15,2011,6,1,14,0,0,0,0,0,1,1
338,15/1/2011,1,0.28,0.2576,0.38,0.2985,101,1,15,2011,6,1,14,0,0,0,0,0,1,1
339,15/1/2011,1,0.3,0.2879,0.39,0.2836,118,1,15,2011,6,1,14,0,0,0,0,0,1,1
340,15/1/2011,2,0.32,0.3182,0.36,0.194,129,1,15,2011,6,1,14,0,0,0,0,0,1,1
341,15/1/2011,2,0.34,0.3333,0.34,0.194,128,1,15,2011,6,1,14,0,0,0,0,0,1,1
342,15/1/2011,2,0.32,0.303,0.36,0.2836,83,1,15,2011,6,1,14,0,0,0,0,0,1,1
343,15/1/2011,2,0.3,0.2879,0.45,0.2537,84,1,15,2011,6,1,14,0,0,0,0,0,1,1
344,15/1/2011,2,0.32,0.303,0.39,0.2537,74,1,15,2011,6,1,14,0,0,0,0,0,1,1
345,15/1/2011,2,0.32,0.303,0.39,0.2537,41,1,15,2011,6,1,14,0,0,0,0,0,1,1
346,15/1/2011,2,0.32,0.303,0.39,0.2239,57,1,15,2011,6,1,14,0,0,0,0,0,1,1
347,15/1/2011,2,0.3,0.3182,0.42,0.1045,26,1,15,2011,6,1,14,0,0,0,0,0,1,1
348,15/1/2011,1,0.3,0.2879,0.45,0.2836,44,1,15,2011,6,1,14,0,0,0,0,0,1,1
349,16/1/2011,1,0.26,0.303,0.56,0,39,1,16,2011,7,1,15,0,0,0,0,0,0,1
350,16/1/2011,1,0.26,0.2727,0.56,0.1343,23,1,16,2011,7,1,15,0,0,0,0,0,0,1
351,16/1/2011,1,0.26,0.2879,0.56,0.0896,16,1,16,2011,7,1,15,0,0,0,0,0,0,1
352,16/1/2011,1,0.22,0.2727,0.69,0,15,1,16,2011,7,1,15,0,0,0,0,0,0,1
353,16/1/2011,1,0.26,0.2576,0.56,0.1642,1,1,16,2011,7,1,15,0,0,0,0,0,0,1
354,16/1/2011,2,0.26,0.2576,0.56,0.1642,2,1,16,2011,7,1,15,0,0,0,0,0,0,1
355,16/1/2011,2,0.26,0.2576,0.56,0.1642,1,1,16,2011,7,1,15,0,0,0,0,0,0,1
356,16/1/2011,2,0.24,0.2121,0.56,0.2985,3,1,16,2011,7,1,15,0,0,0,0,0,0,1
357,16/1/2011,1,0.22,0.2121,0.55,0.2836,18,1,16,2011,7,1,15,0,0,0,0,0,0,1
358,16/1/2011,1,0.22,0.2121,0.51,0.2537,32,1,16,2011,7,1,15,0,0,0,0,0,0,1
359,16/1/2011,1,0.22,0.2121,0.51,0.2836,79,1,16,2011,7,1,15,0,0,0,0,0,0,1
360,16/1/2011,1,0.24,0.2273,0.44,0.2537,93,1,16,2011,7,1,15,0,0,0,0,0,0,1
361,16/1/2011,1,0.24,0.2121,0.41,0.2836,104,1,16,2011,7,1,15,0,0,0,0,0,0,1
362,16/1/2011,1,0.26,0.2273,0.35,0.2985,118,1,16,2011,7,1,15,0,0,0,0,0,0,1
363,16/1/2011,1,0.28,0.2727,0.36,0.2537,91,1,16,2011,7,1,15,0,0,0,0,0,0,1
364,16/1/2011,1,0.26,0.2424,0.38,0.2537,113,1,16,2011,7,1,15,0,0,0,0,0,0,1
365,16/1/2011,1,0.24,0.2273,0.38,0.2239,99,1,16,2011,7,1,15,0,0,0,0,0,0,1
366,16/1/2011,1,0.22,0.2121,0.37,0.2537,105,1,16,2011,7,1,15,0,0,0,0,0,0,1
367,16/1/2011,1,0.2,0.2121,0.4,0.1642,67,1,16,2011,7,1,15,0,0,0,0,0,0,1
368,16/1/2011,1,0.18,0.197,0.47,0.1343,61,1,16,2011,7,1,15,0,0,0,0,0,0,1
369,16/1/2011,1,0.18,0.197,0.47,0.1642,57,1,16,2011,7,1,15,0,0,0,0,0,0,1
370,16/1/2011,1,0.18,0.197,0.51,0.1642,28,1,16,2011,7,1,15,0,0,0,0,0,0,1
371,16/1/2011,2,0.2,0.2121,0.49,0.1343,21,1,16,2011,7,1,15,0,0,0,0,0,0,1
372,16/1/2011,2,0.2,0.2273,0.4,0.1045,18,1,16,2011,7,1,15,0,0,0,0,0,0,1
373,17/1/2011,2,0.2,0.197,0.47,0.2239,17,1,17,2011,1,1,16,1,0,0,0,0,0,0
374,17/1/2011,2,0.2,0.197,0.44,0.194,16,1,17,2011,1,1,16,1,0,0,0,0,0,0
375,17/1/2011,2,0.18,0.1667,0.43,0.2537,8,1,17,2011,1,1,16,1,0,0,0,0,0,0
376,17/1/2011,2,0.18,0.1818,0.43,0.194,2,1,17,2011,1,1,16,1,0,0,0,0,0,0
377,17/1/2011,2,0.18,0.197,0.43,0.1343,3,1,17,2011,1,1,16,1,0,0,0,0,0,0
378,17/1/2011,2,0.18,0.197,0.43,0.1642,1,1,17,2011,1,1,16,1,0,0,0,0,0,0
379,17/1/2011,2,0.18,0.1818,0.43,0.194,5,1,17,2011,1,1,16,1,0,0,0,0,0,0
380,17/1/2011,2,0.16,0.1818,0.5,0.1343,13,1,17,2011,1,1,16,1,0,0,0,0,0,0
381,17/1/2011,2,0.16,0.1515,0.47,0.2239,33,1,17,2011,1,1,16,1,0,0,0,0,0,0
382,17/1/2011,2,0.16,0.1515,0.47,0.2239,47,1,17,2011,1,1,16,1,0,0,0,0,0,0
383,17/1/2011,2,0.16,0.1515,0.5,0.2537,57,1,17,2011,1,1,16,1,0,0,0,0,0,0
384,17/1/2011,2,0.16,0.1515,0.55,0.194,64,1,17,2011,1,1,16,1,0,0,0,0,0,0
385,17/1/2011,2,0.18,0.197,0.47,0.1343,80,1,17,2011,1,1,16,1,0,0,0,0,0,0
386,17/1/2011,2,0.18,0.197,0.47,0.1343,93,1,17,2011,1,1,16,1,0,0,0,0,0,0
387,17/1/2011,2,0.18,0.2121,0.43,0.1045,86,1,17,2011,1,1,16,1,0,0,0,0,0,0
388,17/1/2011,2,0.2,0.2121,0.47,0.1642,93,1,17,2011,1,1,16,1,0,0,0,0,0,0
389,17/1/2011,2,0.2,0.2121,0.47,0.1642,82,1,17,2011,1,1,16,1,0,0,0,0,0,0
390,17/1/2011,1,0.2,0.197,0.51,0.194,71,1,17,2011,1,1,16,1,0,0,0,0,0,0
391,17/1/2011,2,0.18,0.1667,0.55,0.2537,92,1,17,2011,1,1,16,1,0,0,0,0,0,0
392,17/1/2011,3,0.18,0.1818,0.59,0.194,60,1,17,2011,1,1,16,1,0,0,0,0,0,0
393,17/1/2011,3,0.16,0.1515,0.8,0.194,33,1,17,2011,1,1,16,1,0,0,0,0,0,0
394,17/1/2011,3,0.16,0.1515,0.8,0.194,27,1,17,2011,1,1,16,1,0,0,0,0,0,0
395,17/1/2011,3,0.14,0.1212,0.93,0.2537,13,1,17,2011,1,1,16,1,0,0,0,0,0,0
396,17/1/2011,3,0.16,0.1364,0.86,0.2836,4,1,17,2011,1,1,16,1,0,0,0,0,0,0
397,18/1/2011,2,0.2,0.1818,0.86,0.3284,3,1,18,2011,2,1,17,0,1,0,0,0,0,0
398,18/1/2011,2,0.2,0.197,0.86,0.2239,22,1,18,2011,2,1,17,0,1,0,0,0,0,0
399,18/1/2011,2,0.22,0.2273,0.8,0.1642,28,1,18,2011,2,1,17,0,1,0,0,0,0,0
400,18/1/2011,2,0.22,0.2273,0.87,0.1642,35,1,18,2011,2,1,17,0,1,0,0,0,0,0
401,18/1/2011,2,0.22,0.2273,0.87,0.194,61,1,18,2011,2,1,17,0,1,0,0,0,0,0
402,18/1/2011,2,0.22,0.2273,0.82,0.194,125,1,18,2011,2,1,17,0,1,0,0,0,0,0
403,18/1/2011,2,0.22,0.2273,0.8,0.1642,133,1,18,2011,2,1,17,0,1,0,0,0,0,0
404,18/1/2011,2,0.22,0.2273,0.8,0.1343,99,1,18,2011,2,1,17,0,1,0,0,0,0,0
405,18/1/2011,2,0.22,0.2727,0.87,0,83,1,18,2011,2,1,17,0,1,0,0,0,0,0
406,18/1/2011,2,0.22,0.2424,0.93,0.1045,41,1,18,2011,2,1,17,0,1,0,0,0,0,0
407,18/1/2011,2,0.22,0.2576,0.93,0.0896,33,1,18,2011,2,1,17,0,1,0,0,0,0,0
408,18/1/2011,2,0.22,0.2727,0.93,0,20,1,18,2011,2,1,17,0,1,0,0,0,0,0
409,19/1/2011,2,0.22,0.2727,0.93,0,3,1,19,2011,3,1,18,0,0,1,0,0,0,0
410,19/1/2011,3,0.22,0.2273,0.93,0.1343,7,1,19,2011,3,1,18,0,0,1,0,0,0,0
411,19/1/2011,3,0.22,0.2273,0.93,0.1343,3,1,19,2011,3,1,18,0,0,1,0,0,0,0
412,19/1/2011,3,0.22,0.2273,0.93,0.1343,2,1,19,2011,3,1,18,0,0,1,0,0,0,0
413,19/1/2011,2,0.22,0.2576,0.93,0.0896,7,1,19,2011,3,1,18,0,0,1,0,0,0,0
414,19/1/2011,2,0.22,0.2576,0.93,0.0896,32,1,19,2011,3,1,18,0,0,1,0,0,0,0
415,19/1/2011,2,0.24,0.2576,0.92,0.1045,90,1,19,2011,3,1,18,0,0,1,0,0,0,0
416,19/1/2011,2,0.24,0.2576,0.93,0.1045,197,1,19,2011,3,1,18,0,0,1,0,0,0,0
417,19/1/2011,2,0.24,0.2576,0.93,0.1045,109,1,19,2011,3,1,18,0,0,1,0,0,0,0
418,19/1/2011,2,0.26,0.2727,0.93,0.1343,47,1,19,2011,3,1,18,0,0,1,0,0,0,0
419,19/1/2011,2,0.28,0.303,0.87,0.0896,52,1,19,2011,3,1,18,0,0,1,0,0,0,0
420,19/1/2011,2,0.3,0.3182,0.81,0.0896,70,1,19,2011,3,1,18,0,0,1,0,0,0,0
421,19/1/2011,1,0.4,0.4091,0.62,0.2836,78,1,19,2011,3,1,18,0,0,1,0,0,0,0
422,19/1/2011,1,0.4,0.4091,0.58,0.2537,75,1,19,2011,3,1,18,0,0,1,0,0,0,0
423,19/1/2011,1,0.4,0.4091,0.54,0.2836,82,1,19,2011,3,1,18,0,0,1,0,0,0,0
424,19/1/2011,1,0.38,0.3939,0.58,0.3881,104,1,19,2011,3,1,18,0,0,1,0,0,0,0
425,19/1/2011,1,0.36,0.3333,0.57,0.3284,197,1,19,2011,3,1,18,0,0,1,0,0,0,0
426,19/1/2011,1,0.34,0.3182,0.61,0.2836,161,1,19,2011,3,1,18,0,0,1,0,0,0,0
427,19/1/2011,1,0.32,0.2879,0.57,0.4179,112,1,19,2011,3,1,18,0,0,1,0,0,0,0
428,19/1/2011,1,0.32,0.303,0.49,0.2985,76,1,19,2011,3,1,18,0,0,1,0,0,0,0
429,19/1/2011,1,0.32,0.2879,0.49,0.4179,59,1,19,2011,3,1,18,0,0,1,0,0,0,0
430,19/1/2011,1,0.3,0.303,0.52,0.1642,59,1,19,2011,3,1,18,0,0,1,0,0,0,0
431,19/1/2011,1,0.3,0.2727,0.52,0.4627,28,1,19,2011,3,1,18,0,0,1,0,0,0,0
432,20/1/2011,1,0.26,0.2273,0.56,0.3881,13,1,20,2011,4,1,19,0,0,0,1,0,0,0
433,20/1/2011,1,0.26,0.2727,0.56,0,5,1,20,2011,4,1,19,0,0,0,1,0,0,0
434,20/1/2011,1,0.26,0.2727,0.56,0,2,1,20,2011,4,1,19,0,0,0,1,0,0,0
435,20/1/2011,1,0.26,0.2576,0.56,0.1642,1,1,20,2011,4,1,19,0,0,0,1,0,0,0
436,20/1/2011,1,0.26,0.2576,0.56,0.1642,1,1,20,2011,4,1,19,0,0,0,1,0,0,0
437,20/1/2011,1,0.24,0.2273,0.6,0.2239,6,1,20,2011,4,1,19,0,0,0,1,0,0,0
438,20/1/2011,1,0.22,0.2121,0.6,0.2239,35,1,20,2011,4,1,19,0,0,0,1,0,0,0
439,20/1/2011,1,0.22,0.2121,0.55,0.2239,101,1,20,2011,4,1,19,0,0,0,1,0,0,0
440,20/1/2011,1,0.22,0.2121,0.55,0.2836,249,1,20,2011,4,1,19,0,0,0,1,0,0,0
441,20/1/2011,2,0.24,0.2273,0.52,0.2239,143,1,20,2011,4,1,19,0,0,0,1,0,0,0
442,20/1/2011,1,0.26,0.2273,0.48,0.2985,57,1,20,2011,4,1,19,0,0,0,1,0,0,0
443,20/1/2011,2,0.28,0.2727,0.45,0.1642,68,1,20,2011,4,1,19,0,0,0,1,0,0,0
444,20/1/2011,2,0.3,0.3333,0.42,0,84,1,20,2011,4,1,19,0,0,0,1,0,0,0
445,20/1/2011,2,0.28,0.2879,0.45,0.1045,98,1,20,2011,4,1,19,0,0,0,1,0,0,0
446,20/1/2011,2,0.3,0.303,0.45,0.1343,81,1,20,2011,4,1,19,0,0,0,1,0,0,0
447,20/1/2011,2,0.32,0.3182,0.45,0.194,70,1,20,2011,4,1,19,0,0,0,1,0,0,0
448,20/1/2011,2,0.3,0.303,0.49,0.1343,91,1,20,2011,4,1,19,0,0,0,1,0,0,0
449,20/1/2011,2,0.3,0.3182,0.49,0.1045,215,1,20,2011,4,1,19,0,0,0,1,0,0,0
450,20/1/2011,2,0.26,0.2576,0.56,0.194,185,1,20,2011,4,1,19,0,0,0,1,0,0,0
451,20/1/2011,1,0.26,0.2273,0.56,0.3284,152,1,20,2011,4,1,19,0,0,0,1,0,0,0
452,20/1/2011,2,0.26,0.2424,0.6,0.2836,126,1,20,2011,4,1,19,0,0,0,1,0,0,0
453,20/1/2011,2,0.24,0.2273,0.6,0.2537,57,1,20,2011,4,1,19,0,0,0,1,0,0,0
454,20/1/2011,2,0.24,0.2121,0.65,0.2836,56,1,20,2011,4,1,19,0,0,0,1,0,0,0
455,20/1/2011,2,0.24,0.2121,0.65,0.3284,31,1,20,2011,4,1,19,0,0,0,1,0,0,0
456,21/1/2011,2,0.24,0.2273,0.7,0.2537,21,1,21,2011,5,1,20,0,0,0,0,1,0,0
457,21/1/2011,2,0.24,0.2273,0.7,0.2537,6,1,21,2011,5,1,20,0,0,0,0,1,0,0
458,21/1/2011,3,0.24,0.2424,0.75,0.1642,2,1,21,2011,5,1,20,0,0,0,0,1,0,0
459,21/1/2011,3,0.22,0.2121,0.8,0.2985,1,1,21,2011,5,1,20,0,0,0,0,1,0,0
460,21/1/2011,2,0.22,0.2576,0.87,0.0896,1,1,21,2011,5,1,20,0,0,0,0,1,0,0
461,21/1/2011,1,0.24,0.197,0.6,0.4179,5,1,21,2011,5,1,20,0,0,0,0,1,0,0
462,21/1/2011,1,0.22,0.2121,0.55,0.2537,27,1,21,2011,5,1,20,0,0,0,0,1,0,0
463,21/1/2011,1,0.2,0.1818,0.51,0.2836,68,1,21,2011,5,1,20,0,0,0,0,1,0,0
464,21/1/2011,1,0.2,0.1818,0.47,0.3284,217,1,21,2011,5,1,20,0,0,0,0,1,0,0
465,21/1/2011,1,0.2,0.1818,0.51,0.3582,166,1,21,2011,5,1,20,0,0,0,0,1,0,0
466,21/1/2011,1,0.2,0.1667,0.47,0.4627,63,1,21,2011,5,1,20,0,0,0,0,1,0,0
467,21/1/2011,1,0.22,0.1818,0.41,0.4627,59,1,21,2011,5,1,20,0,0,0,0,1,0,0
468,21/1/2011,1,0.22,0.1818,0.27,0.5821,78,1,21,2011,5,1,20,0,0,0,0,1,0,0
469,21/1/2011,1,0.2,0.1515,0.21,0.5821,73,1,21,2011,5,1,20,0,0,0,0,1,0,0
470,21/1/2011,1,0.2,0.1515,0.25,0.5224,62,1,21,2011,5,1,20,0,0,0,0,1,0,0
471,21/1/2011,1,0.16,0.1212,0.26,0.4478,65,1,21,2011,5,1,20,0,0,0,0,1,0,0
472,21/1/2011,1,0.16,0.1364,0.26,0.3582,97,1,21,2011,5,1,20,0,0,0,0,1,0,0
473,21/1/2011,1,0.14,0.1212,0.28,0.3582,161,1,21,2011,5,1,20,0,0,0,0,1,0,0
474,21/1/2011,1,0.12,0.1212,0.3,0.2537,120,1,21,2011,5,1,20,0,0,0,0,1,0,0
475,21/1/2011,1,0.12,0.1061,0.3,0.3284,96,1,21,2011,5,1,20,0,0,0,0,1,0,0
476,21/1/2011,1,0.1,0.0758,0.33,0.4179,53,1,21,2011,5,1,20,0,0,0,0,1,0,0
477,21/1/2011,1,0.08,0.0758,0.38,0.2836,41,1,21,2011,5,1,20,0,0,0,0,1,0,0
478,21/1/2011,1,0.06,0.0303,0.41,0.3881,34,1,21,2011,5,1,20,0,0,0,0,1,0,0
479,21/1/2011,1,0.06,0.0455,0.38,0.3284,27,1,21,2011,5,1,20,0,0,0,0,1,0,0
480,22/1/2011,1,0.04,0.0303,0.45,0.2537,13,1,22,2011,6,1,21,0,0,0,0,0,1,1
481,22/1/2011,2,0.04,0,0.41,0.3881,12,1,22,2011,6,1,21,0,0,0,0,0,1,1
482,22/1/2011,2,0.04,0.0303,0.41,0.2537,11,1,22,2011,6,1,21,0,0,0,0,0,1,1
